breed,Q121,Q125,Q127,Q124,Q54,Q123,Q60,Q17,frac_of_breed,img
boston terrier,any,any,any,any,any,positive,any,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,any,negative,any,any,any,0.316666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,any,negative,any,any,negative,0.116666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,any,negative,any,negative,any,0.116666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,any,negative,any,negative,negative,0.033333333,./img/breeds/boston_terrier.png
boston terrier,any,any,any,any,negative,any,positive,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,any,negative,positive,any,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,any,positive,any,any,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,any,positive,any,negative,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,negative,any,any,any,any,0.116666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,negative,any,any,any,negative,0.05,./img/breeds/boston_terrier.png
boston terrier,any,any,any,negative,any,any,negative,any,0.066666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,negative,any,any,negative,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,negative,negative,any,any,any,0.033333333,./img/breeds/boston_terrier.png
boston terrier,any,any,any,negative,negative,any,any,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,positive,any,any,any,any,0.133333333,./img/breeds/boston_terrier.png
boston terrier,any,any,any,positive,any,any,any,negative,0.083333333,./img/breeds/boston_terrier.png
boston terrier,any,any,any,positive,any,any,negative,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,positive,any,any,positive,any,0.05,./img/breeds/boston_terrier.png
boston terrier,any,any,any,positive,any,any,positive,negative,0.033333333,./img/breeds/boston_terrier.png
boston terrier,any,any,any,positive,any,positive,any,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,positive,any,positive,any,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,positive,negative,any,any,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,any,any,positive,negative,any,any,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,any,any,any,any,any,0.166666667,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,any,any,any,any,negative,0.033333333,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,any,any,any,negative,any,0.05,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,any,any,any,negative,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,any,any,any,positive,any,0.05,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,any,any,any,positive,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,any,any,positive,any,any,0.033333333,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,any,negative,any,any,any,0.05,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,any,negative,any,negative,any,0.033333333,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,any,negative,positive,any,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,positive,any,any,any,any,0.033333333,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,positive,any,any,any,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,positive,any,any,positive,any,0.033333333,./img/breeds/boston_terrier.png
boston terrier,any,negative,any,positive,any,any,positive,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,any,any,any,any,0.966666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,any,any,any,negative,0.366666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,any,any,negative,any,0.316666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,any,any,negative,negative,0.116666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,any,any,positive,any,0.1,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,any,any,positive,negative,0.033333333,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,any,positive,any,any,0.05,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,any,positive,any,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,negative,any,any,any,0.3,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,negative,any,any,negative,0.116666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,negative,any,negative,any,0.116666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,negative,any,negative,negative,0.033333333,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,negative,any,positive,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,negative,positive,any,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,positive,any,any,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,any,positive,any,negative,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,negative,any,any,any,any,0.116666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,negative,any,any,any,negative,0.05,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,negative,any,any,negative,any,0.066666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,negative,any,any,negative,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,negative,negative,any,any,any,0.033333333,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,negative,negative,any,any,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,positive,any,any,any,any,0.133333333,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,positive,any,any,any,negative,0.083333333,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,positive,any,any,negative,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,positive,any,any,positive,any,0.05,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,positive,any,any,positive,negative,0.033333333,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,positive,any,positive,any,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,positive,any,positive,any,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,positive,negative,any,any,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,any,any,positive,negative,any,any,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,any,any,any,any,any,0.166666667,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,any,any,any,any,negative,0.033333333,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,any,any,any,negative,any,0.05,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,any,any,any,negative,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,any,any,any,positive,any,0.05,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,any,any,any,positive,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,any,any,positive,any,any,0.033333333,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,any,negative,any,any,any,0.05,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,any,negative,any,negative,any,0.033333333,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,any,negative,positive,any,any,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,positive,any,any,any,any,0.033333333,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,positive,any,any,any,negative,0.016666667,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,positive,any,any,positive,any,0.033333333,./img/breeds/boston_terrier.png
boston terrier,negative,negative,any,positive,any,any,positive,negative,0.016666667,./img/breeds/boston_terrier.png
greyhound,any,any,any,any,any,any,any,any,1,
greyhound,any,any,any,any,any,any,any,negative,0.428571429,
greyhound,any,any,any,any,any,any,negative,any,0.482142857,
greyhound,any,any,any,any,any,any,negative,negative,0.214285714,
greyhound,any,any,any,any,any,any,positive,any,0.267857143,
greyhound,any,any,any,any,any,any,positive,negative,0.107142857,
greyhound,any,any,any,any,any,negative,any,any,0.160714286,
greyhound,any,any,any,any,any,negative,any,negative,0.053571429,
greyhound,any,any,any,any,any,negative,negative,any,0.071428571,
greyhound,any,any,any,any,any,negative,negative,negative,0.017857143,
greyhound,any,any,any,any,any,negative,positive,any,0.035714286,
greyhound,any,any,any,any,any,negative,positive,negative,0.035714286,
greyhound,any,any,any,any,any,positive,any,any,0.732142857,
greyhound,any,any,any,any,any,positive,any,negative,0.303571429,
greyhound,any,any,any,any,any,positive,negative,any,0.375,
greyhound,any,any,any,any,any,positive,negative,negative,0.196428571,
greyhound,any,any,any,any,any,positive,positive,any,0.178571429,
greyhound,any,any,any,any,any,positive,positive,negative,0.017857143,
greyhound,any,any,any,any,negative,any,any,any,0.214285714,
greyhound,any,any,any,any,negative,any,any,negative,0.053571429,
greyhound,any,any,any,any,negative,any,negative,any,0.071428571,
greyhound,any,any,any,any,negative,any,positive,any,0.053571429,
greyhound,any,any,any,any,negative,any,positive,negative,0.017857143,
greyhound,any,any,any,any,negative,negative,any,any,0.053571429,
greyhound,any,any,any,any,negative,negative,negative,any,0.017857143,
greyhound,any,any,any,any,negative,positive,any,any,0.107142857,
greyhound,any,any,any,any,negative,positive,any,negative,0.017857143,
greyhound,any,any,any,any,negative,positive,negative,any,0.035714286,
greyhound,any,any,any,any,negative,positive,positive,any,0.035714286,
greyhound,any,any,any,any,positive,any,any,any,0.392857143,
greyhound,any,any,any,any,positive,any,any,negative,0.178571429,
greyhound,any,any,any,any,positive,any,negative,any,0.178571429,
greyhound,any,any,any,any,positive,any,negative,negative,0.089285714,
greyhound,any,any,any,any,positive,any,positive,any,0.142857143,
greyhound,any,any,any,any,positive,any,positive,negative,0.071428571,
greyhound,any,any,any,any,positive,negative,any,any,0.053571429,
greyhound,any,any,any,any,positive,negative,any,negative,0.035714286,
greyhound,any,any,any,any,positive,negative,negative,any,0.035714286,
greyhound,any,any,any,any,positive,negative,negative,negative,0.017857143,
greyhound,any,any,any,any,positive,negative,positive,any,0.017857143,
greyhound,any,any,any,any,positive,negative,positive,negative,0.017857143,
greyhound,any,any,any,any,positive,positive,any,any,0.285714286,
greyhound,any,any,any,any,positive,positive,any,negative,0.107142857,
greyhound,any,any,any,any,positive,positive,negative,any,0.125,
greyhound,any,any,any,any,positive,positive,negative,negative,0.071428571,
greyhound,any,any,any,any,positive,positive,positive,any,0.089285714,
greyhound,any,any,any,any,positive,positive,positive,negative,0.017857143,
greyhound,any,any,any,negative,any,any,any,any,0.089285714,
greyhound,any,any,any,negative,any,any,any,negative,0.053571429,
greyhound,any,any,any,negative,any,any,negative,any,0.053571429,
greyhound,any,any,any,negative,any,any,negative,negative,0.053571429,
greyhound,any,any,any,negative,any,any,positive,any,0.035714286,
greyhound,any,any,any,negative,any,positive,any,any,0.089285714,
greyhound,any,any,any,negative,any,positive,any,negative,0.053571429,
greyhound,any,any,any,negative,any,positive,negative,any,0.053571429,
greyhound,any,any,any,negative,any,positive,negative,negative,0.053571429,
greyhound,any,any,any,negative,any,positive,positive,any,0.035714286,
greyhound,any,any,any,negative,positive,any,any,any,0.035714286,
greyhound,any,any,any,negative,positive,any,positive,any,0.035714286,
greyhound,any,any,any,negative,positive,positive,any,any,0.035714286,
greyhound,any,any,any,negative,positive,positive,positive,any,0.035714286,
greyhound,any,any,any,positive,any,any,any,any,0.017857143,
greyhound,any,any,any,positive,any,any,positive,any,0.017857143,
greyhound,any,any,any,positive,any,positive,any,any,0.017857143,
greyhound,any,any,any,positive,any,positive,positive,any,0.017857143,
greyhound,any,any,any,positive,positive,any,any,any,0.017857143,
greyhound,any,any,any,positive,positive,any,positive,any,0.017857143,
greyhound,any,any,any,positive,positive,positive,any,any,0.017857143,
greyhound,any,any,any,positive,positive,positive,positive,any,0.017857143,
greyhound,any,any,negative,any,any,any,any,any,0.035714286,
greyhound,any,any,negative,any,any,any,positive,any,0.035714286,
greyhound,any,any,negative,any,any,positive,any,any,0.035714286,
greyhound,any,any,negative,any,any,positive,positive,any,0.035714286,
greyhound,any,negative,any,any,any,any,any,any,0.767857143,
greyhound,any,negative,any,any,any,any,any,negative,0.357142857,
greyhound,any,negative,any,any,any,any,negative,any,0.339285714,
greyhound,any,negative,any,any,any,any,negative,negative,0.178571429,
greyhound,any,negative,any,any,any,any,positive,any,0.196428571,
greyhound,any,negative,any,any,any,any,positive,negative,0.089285714,
greyhound,any,negative,any,any,any,negative,any,any,0.125,
greyhound,any,negative,any,any,any,negative,any,negative,0.053571429,
greyhound,any,negative,any,any,any,negative,negative,any,0.035714286,
greyhound,any,negative,any,any,any,negative,negative,negative,0.017857143,
greyhound,any,negative,any,any,any,negative,positive,any,0.035714286,
greyhound,any,negative,any,any,any,negative,positive,negative,0.035714286,
greyhound,any,negative,any,any,any,positive,any,any,0.553571429,
greyhound,any,negative,any,any,any,positive,any,negative,0.25,
greyhound,any,negative,any,any,any,positive,negative,any,0.267857143,
greyhound,any,negative,any,any,any,positive,negative,negative,0.160714286,
greyhound,any,negative,any,any,any,positive,positive,any,0.125,
greyhound,any,negative,any,any,any,positive,positive,negative,0.017857143,
greyhound,any,negative,any,any,negative,any,any,any,0.160714286,
greyhound,any,negative,any,any,negative,any,any,negative,0.035714286,
greyhound,any,negative,any,any,negative,any,negative,any,0.035714286,
greyhound,any,negative,any,any,negative,any,positive,any,0.035714286,
greyhound,any,negative,any,any,negative,negative,any,any,0.035714286,
greyhound,any,negative,any,any,negative,positive,any,any,0.089285714,
greyhound,any,negative,any,any,negative,positive,any,negative,0.017857143,
greyhound,any,negative,any,any,negative,positive,negative,any,0.017857143,
greyhound,any,negative,any,any,negative,positive,positive,any,0.035714286,
greyhound,any,negative,any,any,positive,any,any,any,0.321428571,
greyhound,any,negative,any,any,positive,any,any,negative,0.178571429,
greyhound,any,negative,any,any,positive,any,negative,any,0.142857143,
greyhound,any,negative,any,any,positive,any,negative,negative,0.089285714,
greyhound,any,negative,any,any,positive,any,positive,any,0.107142857,
greyhound,any,negative,any,any,positive,any,positive,negative,0.071428571,
greyhound,any,negative,any,any,positive,negative,any,any,0.053571429,
greyhound,any,negative,any,any,positive,negative,any,negative,0.035714286,
greyhound,any,negative,any,any,positive,negative,negative,any,0.035714286,
greyhound,any,negative,any,any,positive,negative,negative,negative,0.017857143,
greyhound,any,negative,any,any,positive,negative,positive,any,0.017857143,
greyhound,any,negative,any,any,positive,negative,positive,negative,0.017857143,
greyhound,any,negative,any,any,positive,positive,any,any,0.214285714,
greyhound,any,negative,any,any,positive,positive,any,negative,0.107142857,
greyhound,any,negative,any,any,positive,positive,negative,any,0.089285714,
greyhound,any,negative,any,any,positive,positive,negative,negative,0.071428571,
greyhound,any,negative,any,any,positive,positive,positive,any,0.053571429,
greyhound,any,negative,any,any,positive,positive,positive,negative,0.017857143,
greyhound,any,negative,any,negative,any,any,any,any,0.071428571,
greyhound,any,negative,any,negative,any,any,any,negative,0.053571429,
greyhound,any,negative,any,negative,any,any,negative,any,0.053571429,
greyhound,any,negative,any,negative,any,any,negative,negative,0.053571429,
greyhound,any,negative,any,negative,any,any,positive,any,0.017857143,
greyhound,any,negative,any,negative,any,positive,any,any,0.071428571,
greyhound,any,negative,any,negative,any,positive,any,negative,0.053571429,
greyhound,any,negative,any,negative,any,positive,negative,any,0.053571429,
greyhound,any,negative,any,negative,any,positive,negative,negative,0.053571429,
greyhound,any,negative,any,negative,any,positive,positive,any,0.017857143,
greyhound,any,negative,any,negative,positive,any,any,any,0.017857143,
greyhound,any,negative,any,negative,positive,any,positive,any,0.017857143,
greyhound,any,negative,any,negative,positive,positive,any,any,0.017857143,
greyhound,any,negative,any,negative,positive,positive,positive,any,0.017857143,
greyhound,any,negative,any,positive,any,any,any,any,0.017857143,
greyhound,any,negative,any,positive,any,any,positive,any,0.017857143,
greyhound,any,negative,any,positive,any,positive,any,any,0.017857143,
greyhound,any,negative,any,positive,any,positive,positive,any,0.017857143,
greyhound,any,negative,any,positive,positive,any,any,any,0.017857143,
greyhound,any,negative,any,positive,positive,any,positive,any,0.017857143,
greyhound,any,negative,any,positive,positive,positive,any,any,0.017857143,
greyhound,any,negative,any,positive,positive,positive,positive,any,0.017857143,
greyhound,any,negative,negative,any,any,any,any,any,0.017857143,
greyhound,any,negative,negative,any,any,any,positive,any,0.017857143,
greyhound,any,negative,negative,any,any,positive,any,any,0.017857143,
greyhound,any,negative,negative,any,any,positive,positive,any,0.017857143,
greyhound,negative,any,any,any,any,any,any,any,0.053571429,
greyhound,negative,any,any,any,any,any,any,negative,0.017857143,
greyhound,negative,any,any,any,any,any,negative,any,0.035714286,
greyhound,negative,any,any,any,any,any,negative,negative,0.017857143,
greyhound,negative,any,any,any,any,negative,any,any,0.035714286,
greyhound,negative,any,any,any,any,negative,negative,any,0.017857143,
greyhound,negative,any,any,any,any,positive,any,any,0.017857143,
greyhound,negative,any,any,any,any,positive,any,negative,0.017857143,
greyhound,negative,any,any,any,any,positive,negative,any,0.017857143,
greyhound,negative,any,any,any,any,positive,negative,negative,0.017857143,
greyhound,negative,any,any,any,negative,any,any,any,0.017857143,
greyhound,negative,any,any,any,negative,negative,any,any,0.017857143,
greyhound,negative,negative,any,any,any,any,any,any,0.017857143,
greyhound,negative,negative,any,any,any,negative,any,any,0.017857143,
greyhound,negative,negative,any,any,negative,any,any,any,0.017857143,
greyhound,negative,negative,any,any,negative,negative,any,any,0.017857143,
greyhound,positive,any,any,any,any,any,any,any,0.285714286,
greyhound,positive,any,any,any,any,any,any,negative,0.125,
greyhound,positive,any,any,any,any,any,negative,any,0.160714286,
greyhound,positive,any,any,any,any,any,negative,negative,0.089285714,
greyhound,positive,any,any,any,any,any,positive,any,0.071428571,
greyhound,positive,any,any,any,any,any,positive,negative,0.017857143,
greyhound,positive,any,any,any,any,negative,any,any,0.017857143,
greyhound,positive,any,any,any,any,negative,any,negative,0.017857143,
greyhound,positive,any,any,any,any,negative,negative,any,0.017857143,
greyhound,positive,any,any,any,any,negative,negative,negative,0.017857143,
greyhound,positive,any,any,any,any,positive,any,any,0.25,
greyhound,positive,any,any,any,any,positive,any,negative,0.089285714,
greyhound,positive,any,any,any,any,positive,negative,any,0.142857143,
greyhound,positive,any,any,any,any,positive,negative,negative,0.071428571,
greyhound,positive,any,any,any,any,positive,positive,any,0.053571429,
greyhound,positive,any,any,any,positive,any,any,any,0.142857143,
greyhound,positive,any,any,any,positive,any,any,negative,0.053571429,
greyhound,positive,any,any,any,positive,any,negative,any,0.053571429,
greyhound,positive,any,any,any,positive,any,negative,negative,0.035714286,
greyhound,positive,any,any,any,positive,any,positive,any,0.053571429,
greyhound,positive,any,any,any,positive,any,positive,negative,0.017857143,
greyhound,positive,any,any,any,positive,negative,any,any,0.017857143,
greyhound,positive,any,any,any,positive,negative,any,negative,0.017857143,
greyhound,positive,any,any,any,positive,negative,negative,any,0.017857143,
greyhound,positive,any,any,any,positive,negative,negative,negative,0.017857143,
greyhound,positive,any,any,any,positive,positive,any,any,0.107142857,
greyhound,positive,any,any,any,positive,positive,any,negative,0.017857143,
greyhound,positive,any,any,any,positive,positive,negative,any,0.035714286,
greyhound,positive,any,any,any,positive,positive,negative,negative,0.017857143,
greyhound,positive,any,any,any,positive,positive,positive,any,0.035714286,
greyhound,positive,any,any,negative,any,any,any,any,0.071428571,
greyhound,positive,any,any,negative,any,any,any,negative,0.035714286,
greyhound,positive,any,any,negative,any,any,negative,any,0.035714286,
greyhound,positive,any,any,negative,any,any,negative,negative,0.035714286,
greyhound,positive,any,any,negative,any,any,positive,any,0.035714286,
greyhound,positive,any,any,negative,any,positive,any,any,0.071428571,
greyhound,positive,any,any,negative,any,positive,any,negative,0.035714286,
greyhound,positive,any,any,negative,any,positive,negative,any,0.035714286,
greyhound,positive,any,any,negative,any,positive,negative,negative,0.035714286,
greyhound,positive,any,any,negative,any,positive,positive,any,0.035714286,
greyhound,positive,any,any,negative,positive,any,any,any,0.035714286,
greyhound,positive,any,any,negative,positive,any,positive,any,0.035714286,
greyhound,positive,any,any,negative,positive,positive,any,any,0.035714286,
greyhound,positive,any,any,negative,positive,positive,positive,any,0.035714286,
greyhound,positive,any,negative,any,any,any,any,any,0.017857143,
greyhound,positive,any,negative,any,any,any,positive,any,0.017857143,
greyhound,positive,any,negative,any,any,positive,any,any,0.017857143,
greyhound,positive,any,negative,any,any,positive,positive,any,0.017857143,
greyhound,positive,negative,any,any,any,any,any,any,0.232142857,
greyhound,positive,negative,any,any,any,any,any,negative,0.125,
greyhound,positive,negative,any,any,any,any,negative,any,0.142857143,
greyhound,positive,negative,any,any,any,any,negative,negative,0.089285714,
greyhound,positive,negative,any,any,any,any,positive,any,0.035714286,
greyhound,positive,negative,any,any,any,any,positive,negative,0.017857143,
greyhound,positive,negative,any,any,any,negative,any,any,0.017857143,
greyhound,positive,negative,any,any,any,negative,any,negative,0.017857143,
greyhound,positive,negative,any,any,any,negative,negative,any,0.017857143,
greyhound,positive,negative,any,any,any,negative,negative,negative,0.017857143,
greyhound,positive,negative,any,any,any,positive,any,any,0.196428571,
greyhound,positive,negative,any,any,any,positive,any,negative,0.089285714,
greyhound,positive,negative,any,any,any,positive,negative,any,0.125,
greyhound,positive,negative,any,any,any,positive,negative,negative,0.071428571,
greyhound,positive,negative,any,any,any,positive,positive,any,0.017857143,
greyhound,positive,negative,any,any,positive,any,any,any,0.107142857,
greyhound,positive,negative,any,any,positive,any,any,negative,0.053571429,
greyhound,positive,negative,any,any,positive,any,negative,any,0.035714286,
greyhound,positive,negative,any,any,positive,any,negative,negative,0.035714286,
greyhound,positive,negative,any,any,positive,any,positive,any,0.035714286,
greyhound,positive,negative,any,any,positive,any,positive,negative,0.017857143,
greyhound,positive,negative,any,any,positive,negative,any,any,0.017857143,
greyhound,positive,negative,any,any,positive,negative,any,negative,0.017857143,
greyhound,positive,negative,any,any,positive,negative,negative,any,0.017857143,
greyhound,positive,negative,any,any,positive,negative,negative,negative,0.017857143,
greyhound,positive,negative,any,any,positive,positive,any,any,0.071428571,
greyhound,positive,negative,any,any,positive,positive,any,negative,0.017857143,
greyhound,positive,negative,any,any,positive,positive,negative,any,0.017857143,
greyhound,positive,negative,any,any,positive,positive,negative,negative,0.017857143,
greyhound,positive,negative,any,any,positive,positive,positive,any,0.017857143,
greyhound,positive,negative,any,negative,any,any,any,any,0.053571429,
greyhound,positive,negative,any,negative,any,any,any,negative,0.035714286,
greyhound,positive,negative,any,negative,any,any,negative,any,0.035714286,
greyhound,positive,negative,any,negative,any,any,negative,negative,0.035714286,
greyhound,positive,negative,any,negative,any,any,positive,any,0.017857143,
greyhound,positive,negative,any,negative,any,positive,any,any,0.053571429,
greyhound,positive,negative,any,negative,any,positive,any,negative,0.035714286,
greyhound,positive,negative,any,negative,any,positive,negative,any,0.035714286,
greyhound,positive,negative,any,negative,any,positive,negative,negative,0.035714286,
greyhound,positive,negative,any,negative,any,positive,positive,any,0.017857143,
greyhound,positive,negative,any,negative,positive,any,any,any,0.017857143,
greyhound,positive,negative,any,negative,positive,any,positive,any,0.017857143,
greyhound,positive,negative,any,negative,positive,positive,any,any,0.017857143,
greyhound,positive,negative,any,negative,positive,positive,positive,any,0.017857143,
yorkshire terrier,any,any,any,any,any,any,any,any,1,
yorkshire terrier,any,any,any,any,any,any,any,negative,0.196428571,
yorkshire terrier,any,any,any,any,any,any,negative,any,0.535714286,
yorkshire terrier,any,any,any,any,any,any,negative,negative,0.125,
yorkshire terrier,any,any,any,any,any,any,positive,any,0.107142857,
yorkshire terrier,any,any,any,any,any,any,positive,negative,0.053571429,
yorkshire terrier,any,any,any,any,any,negative,any,any,0.053571429,
yorkshire terrier,any,any,any,any,any,negative,any,negative,0.017857143,
yorkshire terrier,any,any,any,any,any,negative,negative,any,0.053571429,
yorkshire terrier,any,any,any,any,any,negative,negative,negative,0.017857143,
yorkshire terrier,any,any,any,any,any,positive,any,any,0.75,
yorkshire terrier,any,any,any,any,any,positive,any,negative,0.125,
yorkshire terrier,any,any,any,any,any,positive,negative,any,0.339285714,
yorkshire terrier,any,any,any,any,any,positive,negative,negative,0.071428571,
yorkshire terrier,any,any,any,any,any,positive,positive,any,0.089285714,
yorkshire terrier,any,any,any,any,any,positive,positive,negative,0.035714286,
yorkshire terrier,any,any,any,any,negative,any,any,any,0.446428571,
yorkshire terrier,any,any,any,any,negative,any,any,negative,0.107142857,
yorkshire terrier,any,any,any,any,negative,any,negative,any,0.214285714,
yorkshire terrier,any,any,any,any,negative,any,negative,negative,0.089285714,
yorkshire terrier,any,any,any,any,negative,any,positive,any,0.017857143,
yorkshire terrier,any,any,any,any,negative,any,positive,negative,0.017857143,
yorkshire terrier,any,any,any,any,negative,positive,any,any,0.357142857,
yorkshire terrier,any,any,any,any,negative,positive,any,negative,0.089285714,
yorkshire terrier,any,any,any,any,negative,positive,negative,any,0.160714286,
yorkshire terrier,any,any,any,any,negative,positive,negative,negative,0.071428571,
yorkshire terrier,any,any,any,any,negative,positive,positive,any,0.017857143,
yorkshire terrier,any,any,any,any,negative,positive,positive,negative,0.017857143,
yorkshire terrier,any,any,any,any,positive,any,any,any,0.142857143,
yorkshire terrier,any,any,any,any,positive,any,any,negative,0.017857143,
yorkshire terrier,any,any,any,any,positive,any,negative,any,0.089285714,
yorkshire terrier,any,any,any,any,positive,any,positive,any,0.017857143,
yorkshire terrier,any,any,any,any,positive,negative,any,any,0.017857143,
yorkshire terrier,any,any,any,any,positive,negative,negative,any,0.017857143,
yorkshire terrier,any,any,any,any,positive,positive,any,any,0.107142857,
yorkshire terrier,any,any,any,any,positive,positive,any,negative,0.017857143,
yorkshire terrier,any,any,any,any,positive,positive,negative,any,0.053571429,
yorkshire terrier,any,any,any,any,positive,positive,positive,any,0.017857143,
yorkshire terrier,any,any,any,negative,any,any,any,any,0.053571429,
yorkshire terrier,any,any,any,negative,any,any,negative,any,0.035714286,
yorkshire terrier,any,any,any,negative,any,positive,any,any,0.035714286,
yorkshire terrier,any,any,any,negative,any,positive,negative,any,0.017857143,
yorkshire terrier,any,any,any,negative,negative,any,any,any,0.035714286,
yorkshire terrier,any,any,any,negative,negative,any,negative,any,0.017857143,
yorkshire terrier,any,any,any,negative,negative,positive,any,any,0.017857143,
yorkshire terrier,any,any,any,negative,positive,any,any,any,0.017857143,
yorkshire terrier,any,any,any,negative,positive,any,negative,any,0.017857143,
yorkshire terrier,any,any,any,negative,positive,positive,any,any,0.017857143,
yorkshire terrier,any,any,any,negative,positive,positive,negative,any,0.017857143,
yorkshire terrier,any,any,any,positive,any,any,any,any,0.125,
yorkshire terrier,any,any,any,positive,any,any,any,negative,0.017857143,
yorkshire terrier,any,any,any,positive,any,any,negative,any,0.053571429,
yorkshire terrier,any,any,any,positive,any,any,positive,any,0.035714286,
yorkshire terrier,any,any,any,positive,any,any,positive,negative,0.017857143,
yorkshire terrier,any,any,any,positive,any,positive,any,any,0.089285714,
yorkshire terrier,any,any,any,positive,any,positive,negative,any,0.035714286,
yorkshire terrier,any,any,any,positive,any,positive,positive,any,0.017857143,
yorkshire terrier,any,any,any,positive,negative,any,any,any,0.035714286,
yorkshire terrier,any,any,any,positive,negative,positive,any,any,0.035714286,
yorkshire terrier,any,any,any,positive,positive,any,any,any,0.053571429,
yorkshire terrier,any,any,any,positive,positive,any,negative,any,0.053571429,
yorkshire terrier,any,any,any,positive,positive,positive,any,any,0.035714286,
yorkshire terrier,any,any,any,positive,positive,positive,negative,any,0.035714286,
yorkshire terrier,any,any,negative,any,any,any,any,any,0.25,
yorkshire terrier,any,any,negative,any,any,any,any,negative,0.071428571,
yorkshire terrier,any,any,negative,any,any,any,negative,any,0.125,
